0.38 0.30 1.8 -1.8
0.39 0.31 2.1 -1.5
0.40 0.32 2.3 -0.92
0.41 0.33 2.5 -0.073
0.42 0.34 2.6 0.34
0.43 0.35 2.8 0.74
0.44 0.36 2.9 1.1
0.45 0.37 3.0 1.4
