0.0016 -2.0
0.0028 -1.5
0.0050 -0.87
0.0083 -0.37
0.0137 0.095
0.0220 0.59
0.0311 0.96
0.0423 1.3
0.0600 1.6
0.0795 1.9
0.1025 2.1
0.1300 2.4
0.1543 2.6
0.1870 2.8
0.2130 2.9
0.2363 3.0
