0.17 -1.8
0.23 -1.5
0.4 -0.92
0.93 -0.073
1.4 0.34
2.1 0.74
3 1.1
3.9 1.4
6.2 1.8
7.8 2.1
10 2.3
12 2.5
13 2.6
16 2.8
18 2.9
20 3
