0.0020 -1.8
0.0028 -1.5
0.0048 -0.92
0.0112 -0.073
0.0162 0.34
0.0255 0.74
0.0362 1.1
0.0470 1.4
0.0745 1.8
0.0940 2.1
0.1215 2.3
0.1490 2.5
0.1560 2.6
0.1975 2.8
0.2150 2.9
0.2430 3.0
