0.3800 0.3000 1.6 -2.0
0.3900 0.3100 1.9 -1.5
0.4000 0.3200 2.1 -0.87
0.4100 0.3300 2.4 -0.37
0.4200 0.3400 2.6 0.095
0.4300 0.3500 2.8 0.59
0.4400 0.3600 2.9 0.96
0.4500 0.3700 3.0 1.3
